"だいがく","college; university"
"<ruby>日記<rt>にっき</rt></ruby>","diary"
"<ruby>記入する<rt>きにゅうする</rt></ruby>","to fill in"
"<ruby>記事<rt>きじ</rt></ruby>","(news) article"
"<ruby>暗記する<rt>あんきする</rt></ruby>","to memorize"
"<ruby>銀行<rt>ぎんこう</rt></ruby>","bank"
"<ruby>銀メダル<rt>ぎんメダル</rt></ruby>","silver medal"
"<ruby>銀世界<rt>ぎんせかい</rt></ruby>","land covered with snow"
"<ruby>一回<rt>いっかい</rt></ruby>","one time"
"<ruby>回送バス<rt>かいそうバス</rt></ruby>","out-of-service bus"
"<ruby>最終回<rt>さいしゅうかい</rt></ruby>","last inning; last episode"
"<ruby>回す<rt>まわす</rt></ruby>","to turn"
"こんなふう","like this"
"<ruby>自由に<rt>じゆうに</rt></ruby>","freely"
"ずっと","for a long time; all the time"
"<ruby>絶対に<rt>ぜったいに</rt></ruby>","definitely"
"<ruby>何度も<rt>なんども</rt></ruby>","many times"
"<ruby>もう少し<rt>もうすこし</rt></ruby>","a little more"
"～とか","...for example"
"そんなこと（は）ない","I don't think so."
"～ちゃん","[suffix for names of children]"
"<ruby>多くの～<rt>おおくの～</rt></ruby>","many..."
"<ruby>夕方<rt>ゆうがた</rt></ruby>","evening"
"<ruby>夕食<rt>ゆうしょく</rt></ruby>","dinner"
"<ruby>七夕<rt>たなばた</rt></ruby>","Tanabata"
"<ruby>夕日<rt>ゆうひ</rt></ruby>","setting sun"
"<ruby>夕刊<rt>ゆうかん</rt></ruby>","evening newspaper"
"<ruby>黒木さん<rt>くろきさん</rt></ruby>","Mr./Ms. Kuroki"
"<ruby>黒い<rt>くろい</rt></ruby>","black"
"<ruby>白黒写真<rt>しろくろしゃしん</rt></ruby>","black and white photograph"
"<ruby>黒板<rt>こくばん</rt></ruby>","blackboard"
"<ruby>用事<rt>ようじ</rt></ruby>","a thing to take care of"
"<ruby>用意する<rt>よういする</rt></ruby>","to prepare"
"<ruby>子供用<rt>こどもよう</rt></ruby>","for children"
"<ruby>費用<rt>ひよう</rt></ruby>","cost"
"<ruby>週末<rt>しゅうまつ</rt></ruby>","weekend"
"<ruby>月末<rt>げつまつ</rt></ruby>","end of the month"
"<ruby>年末<rt>ねんまつ</rt></ruby>","year-end"
"<ruby>期末試験<rt>きまつしけん</rt></ruby>","final examination"
"<ruby>末<rt>すえ</rt></ruby>","the end"
"<ruby>待つ<rt>まつ</rt></ruby>","to wait"
"<ruby>待合室<rt>まちあいしつ</rt></ruby>","waiting room"
"<ruby>期待する<rt>きたいする</rt></ruby>","to expect"
"<ruby>招待<rt>しょうたい</rt></ruby>","invitation"
"<ruby>残業<rt>ざんぎょう</rt></ruby>","over-time work"
"<ruby>残す<rt>のこす</rt></ruby>","to leave"
"<ruby>残念<rt>ざんねん</rt></ruby>","regrettable"
"<ruby>心残り<rt>こころのこり</rt></ruby>","regret"
"<ruby>残高<rt>ざんだか</rt></ruby>","account balance"
"<ruby>駅<rt>えき</rt></ruby>","station"
"<ruby>東京駅<rt>とうきょうえき</rt></ruby>","Tokyo Station"
"<ruby>駅員<rt>えきいん</rt></ruby>","train station attendant"
"<ruby>駅前<rt>えきまえ</rt></ruby>","near/in front of the station"
"<ruby>一番<rt>いちばん</rt></ruby>","the first"
"<ruby>番号<rt>ばんごう</rt></ruby>","number"
"<ruby>番組<rt>ばんぐみ</rt></ruby>","TV program"
"<ruby>交番<rt>こうばん</rt></ruby>","police box"
"<ruby>順番<rt>じゅんばん</rt></ruby>","turn; order"
"<ruby>説明する<rt>せつめいする</rt></ruby>","to explain"
"<ruby>小説<rt>しょうせつ</rt></ruby>","novel"
"<ruby>小説家<rt>しょうせつか</rt></ruby>","novelist"
"<ruby>説教する<rt>せっきょうする</rt></ruby>","to preach"
"<ruby>案内する<rt>あんないする</rt></ruby>","to guide"
"<ruby>案内所<rt>あんないじょ</rt></ruby>","information desk"
"<ruby>案<rt>あん</rt></ruby>","idea; proposal"
"<ruby>提案<rt>ていあん</rt></ruby>","proposal"
"<ruby>家内<rt>かない</rt></ruby>","my wife"
"<ruby>国内<rt>こくない</rt></ruby>","domestic"
"<ruby>内科<rt>ないか</rt></ruby>","internal medicine"
"<ruby>内側<rt>うちがわ</rt></ruby>","inside"
"<ruby>忘れる<rt>わすれる</rt></ruby>","to forget"
"<ruby>忘れ物<rt>わすれもの</rt></ruby>","lost article"
"<ruby>忘年会<rt>ぼうねんかい</rt></ruby>","year-end party"
"<ruby>守る<rt>まもる</rt></ruby>","to keep (a promise)"
"<ruby>留守<rt>るす</rt></ruby>","absence; not at home"
"<ruby>留守番電話<rt>るすばんでんわ</rt></ruby>","answering machine"
"<ruby>お守り<rt>おまもり</rt></ruby>","charm"
"<ruby>守衛<rt>しゅえい</rt></ruby>","security guard"
"<ruby>靴下<rt>くつした</rt></ruby>","socks"
"<ruby>袋<rt>ふくろ</rt></ruby>","sack; plastic/paper bag"
"ただ","free of charge"
"<ruby>夕食<rt>ゆうしょく</rt></ruby>","dinner"
"<ruby>場所<rt>ばしょ</rt></ruby>","place"
"<ruby>階段<rt>かいだん</rt></ruby>","stairs"
"<ruby>小学校<rt>しょうがっこう</rt></ruby>","elementary school"
"<ruby>面接<rt>めんせつ</rt></ruby>","interview"
"<ruby>健康<rt>けんこう</rt></ruby>","health"
"<ruby>理想<rt>りそう</rt></ruby>","ideal"
"<ruby>留守番<rt>るすばん</rt></ruby>","looking after a house during someone's absence"
"メッセージ","message; text"
"<ruby>休講<rt>きゅうこう</rt></ruby>","class cancellation"
"<ruby>海外旅行<rt>かいがいりょこう</rt></ruby>","trip to a foreign country"
"<ruby>盆踊り<rt>ぼんおどり</rt></ruby>","Bon dance (traditional Japanese dance)"
"<ruby>思い出<rt>おもいで</rt></ruby>","memory"
"<ruby>社会<rt>しゃかい</rt></ruby>","society"
"<ruby>結果<rt>けっか</rt></ruby>","result"
"<ruby>調査<rt>ちょうさ</rt></ruby>","survey"
"まずい","(food is) terrible"
"かわいそう（な）","pitiful; feel sorry for; poor thing"
"<ruby>雨がやむ<rt>あめがやむ</rt></ruby>","the rain stops"
"<ruby>違う<rt>ちがう</rt></ruby>","to be different; to be wrong <small>(～と)</small>"
"なくなる","to be lost; to disappear <small>(～が)</small>"
"いなくなる","(someone) is gone; to disappear <small>(～が)</small>"
"<ruby>お世話になる<rt>おせわになる</rt></ruby>","to be in someone's care <small>(～に)</small>"
"おなかをこわす","to have a stomachache"
"<ruby>気に入る<rt>きにいる</rt></ruby>","to find something agreeable <small>(～が／を)</small>"
"<ruby>悪口を言う<rt>わるぐちをいう</rt></ruby>","to talk behind someone's back"
"<ruby>答える<rt>こたえる</rt></ruby>","to answer <small>(～に)</small>"
"<ruby>離れる<rt>はなれる</rt></ruby>","(something/someone) separates; parts from <small>(～と)</small>"
"がっかりする","to be disappointed <small>(～に)</small>"
"<ruby>我慢する<rt>がまんする</rt></ruby>","to be tolerant/patient <small>(～を)</small>"
"<ruby>同情する<rt>どうじょうする</rt></ruby>","to sympathize <small>(～に)</small>"
"<ruby>～顔をする<rt>～かおをする</rt></ruby>","to look... (facial expression)"
"カンニングする","to cheat in an exam"
"チェックする","to check <small>(～を)</small>"
"<ruby>世話をする<rt>せわをする</rt></ruby>","to take care of... <small>(～の)</small>"
"<ruby>優勝する<rt>ゆうしょうする</rt></ruby>","to win a championship"
"<ruby>戻ってくる<rt>もどってくる</rt></ruby>","(something/someone) comes back"
"<ruby>顔<rt>かお</rt></ruby>","face"
"<ruby>顔文字<rt>かおもじ</rt></ruby>","emoticon"
"<ruby>顔色<rt>かおいろ</rt></ruby>","complexion"
"<ruby>笑顔<rt>えがお</rt></ruby>","smiling face"
"<ruby>洗顔<rt>せんがん</rt></ruby>","washing one's face"
"<ruby>悲しい<rt>かなしい</rt></ruby>","sad"
"<ruby>悲劇<rt>ひげき</rt></ruby>","tragedy"
"<ruby>悲惨な<rt>ひさんな</rt></ruby>","miserable"
"<ruby>悲しむ<rt>かなしむ</rt></ruby>","to grieve"
"<ruby>怒る<rt>おこる</rt></ruby>","to get angry"
"<ruby>怒り<rt>いかり</rt></ruby>","anger; rage"
"<ruby>喜怒哀楽<rt>きどあいらく</rt></ruby>","human emotions"
"そんな～","such...; that kind of..."
"～ために","for...; for the sake of..."
"ものすごく","extremely"
"そろそろ","it is about time to..."
"<ruby>最後に<rt>さいごに</rt></ruby>","finally; lastly"
"<ruby>元気でね<rt>げんきでね</rt></ruby>","Take care of yourself."
"そうそう","You are right."
"<ruby>違う<rt>ちがう</rt></ruby>","different"
"<ruby>違い<rt>ちがい</rt></ruby>","difference"
"<ruby>間違える<rt>まちがえる</rt></ruby>","to make a mistake"
"<ruby>違法<rt>いほう</rt></ruby>","illegal"
"<ruby>違反<rt>いはん</rt></ruby>","violation"
"<ruby>変な<rt>へんな</rt></ruby>","strange"
"<ruby>大変な<rt>たいへんな</rt></ruby>","tough; hectic"
"<ruby>変化<rt>へんか</rt></ruby>","change"
"<ruby>変人<rt>へんじん</rt></ruby>","eccentric person"
"<ruby>変える<rt>かえる</rt></ruby>","to change (something)"
"<ruby>比べる<rt>くらべる</rt></ruby>","to compare"
"<ruby>比較<rt>ひかく</rt></ruby>","comparison"
"<ruby>比例<rt>ひれい</rt></ruby>","proportion"
"<ruby>対比<rt>たいひ</rt></ruby>","contrast"
"<ruby>比喩<rt>ひゆ</rt></ruby>","figure of speech"
"<ruby>表情<rt>ひょうじょう</rt></ruby>","expression"
"<ruby>同情する<rt>どうじょうする</rt></ruby>","to sympathize"
"<ruby>友情<rt>ゆうじょう</rt></ruby>","friendship"
"<ruby>情報<rt>じょうほう</rt></ruby>","information"
"<ruby>情け<rt>なさけ</rt></ruby>","mercy"
"<ruby>感情<rt>かんじょう</rt></ruby>","emotion"
"<ruby>感動する<rt>かんどうする</rt></ruby>","to be moved"
"<ruby>感じる<rt>かんじる</rt></ruby>","to feel"
"<ruby>感謝<rt>かんしゃ</rt></ruby>","gratitude"
"<ruby>感想<rt>かんそう</rt></ruby>","impression"
"<ruby>調査<rt>ちょうさ</rt></ruby>","survey; research"
"<ruby>調べる<rt>しらべる</rt></ruby>","to look into; to examine"
"<ruby>調子<rt>ちょうし</rt></ruby>","condition"
"<ruby>強調する<rt>きょうちょうする</rt></ruby>","to emphasize"
"<ruby>調査<rt>ちょうさ</rt></ruby>","survey; research"
"<ruby>検査<rt>けんさ</rt></ruby>","inspection"
"<ruby>審査<rt>しんさ</rt></ruby>","screening"
"<ruby>捜査<rt>そうさ</rt></ruby>","criminal investigation"
"<ruby>結果<rt>けっか</rt></ruby>","result"
"<ruby>果物<rt>くだもの</rt></ruby>","fruit"
"<ruby>果汁<rt>かじゅう</rt></ruby>","fruit juice"
"<ruby>効果<rt>こうか</rt></ruby>","effect"
"<ruby>使い果たす<rt>つかいはたす</rt></ruby>","to use up"
"<ruby>文化<rt>ぶんか</rt></ruby>","culture"
"<ruby>化学<rt>かがく</rt></ruby>","chemistry"
"<ruby>同化<rt>どうか</rt></ruby>","assimilation"
"<ruby>お化け<rt>おばけ</rt></ruby>","goblin; ghost"
"<ruby>化粧<rt>けしょう</rt></ruby>","makeup"
"<ruby>横<rt>よこ</rt></ruby>","side"
"<ruby>横書き<rt>よこがき</rt></ruby>","horizontal writing"
"<ruby>横綱<rt>よこづな</rt></ruby>","grand champion of sumo"
"<ruby>横断する<rt>おうだんする</rt></ruby>","to traverse"
"<ruby>相手<rt>あいて</rt></ruby>","partner"
"<ruby>首相<rt>しゅしょう</rt></ruby>","prime minister"
"<ruby>相談<rt>そうだん</rt></ruby>","consultation"
"<ruby>相互の<rt>そうごの</rt></ruby>","mutual"
"<ruby>答える<rt>こたえる</rt></ruby>","to answer"
"<ruby>答え／答<rt>こたえ</rt></ruby>","answer"
"<ruby>回答<rt>かいとう</rt></ruby>","reply; answer"
"<ruby>正答<rt>せいとう</rt></ruby>","correct answer"
